FID,wkb_geometry,id,vej,vejid,fra,til,broklasse,frihoejde
tungvognsnet.11,"MULTILINESTRING ((725038.473388398 6171922.05244329, 725034.090463368 6171922.17062184, 724411.408896061 6171942.87258184, 724251.6896252651 6171942.46138787, 724249.759370218 6171942.45641847, 724164.8049572711 6171928.60652582, 724006.158872937 6171881.89351599, 723968.7982747831 6171874.28228066, 723945.659545234 6171870.5612195, 723925.222255686 6171866.82145883, 723894.216916121 6171859.98394042, 723863.653626023 6171854.01448853, 723836.480015539 6171850.25779725, 723805.290805128 6171846.95804761, 723784.9503440651 6171845.05392404, 723761.850157184 6171843.7395757, 723738.26756405 6171843.70321101, 723715.5915093339 6171844.1139106, 723693.360746224 6171845.17765363, 723672.03652107 6171846.68846066, 723650.238338484 6171849.04924883, 723629.109243472 6171852.28058149, 723623.511986857 6171853.17672313, 723619.624237968 6171853.79916619, 723614.443715651 6171854.62858708, 723586.333239652 6171859.12917848, 723574.846460514 6171861.57447134, 723571.2999457681 6171862.34163476))",4,Vejlands Allé,1018128000000,2541,4021,100,"5,00"
tungvognsnet.12,"MULTILINESTRING ((726443.6639275841 6172165.18801901, 726429.430177961 6172164.68092738, 726429.336196081 6172164.6780716, 726353.146961857 6172160.33280535, 726314.5777338041 6172158.33387739, 726313.808214475 6172158.29367556, 726279.634599858 6172156.2024531, 726279.075044648 6172156.16839716, 726269.3308590739 6172155.57186577, 726237.0401818791 6172153.82694146, 726160.7870640011 6172149.68050016, 726160.027565106 6172149.63949578, 726071.54961307 6172144.82954613, 725999.24012244 6172140.95819053, 725997.992533078 6172140.89139623, 725997.652745035 6172140.87368378, 725997.6446971641 6172140.87207183, 725996.6422180521 6172140.67128024, 725972.98525928 6172135.93290908, 725955.094088841 6172131.16592765, 725954.6691553041 6172131.0524964, 725945.854592321 6172128.67059216, 725939.362394129 6172126.21648798, 725933.76804408 6172123.99119401, 725927.500849568 6172121.54153204, 725917.004822468 6172116.26027909, 725855.899045959 6172084.18652518, 725855.429717827 6172083.94016449, 725797.629543982 6172052.71499952, 725773.798153267 6172039.83154281, 725766.127140553 6172035.72251535, 725765.510409507 6172035.39221234, 725699.8499224649 6172000.22237642, 725678.208037437 6171988.85149871, 725676.093643961 6171987.74057385, 725675.385701481 6171987.3684544, 725675.358879512 6171987.35285839, 725674.704983946 6171986.97264151))",5,Vejlands Allé,1018128000000,1085,1891,100,"5,00"
tungvognsnet.13,"MULTILINESTRING ((723467.511740115 6171301.58445485, 723682.647758187 6171530.95774073, 723683.1606278031 6171531.53208616, 723798.502042465 6171660.82182557, 723882.4209652711 6171766.39730439, 723898.354622456 6171786.59967444, 723914.401070756 6171804.53437925, 723928.461715797 6171819.22662329, 723967.643496398 6171852.1527675, 723986.227678681 6171866.50314524, 724005.091379127 6171881.06922391))",7,Selinevej,1010119800000,61501,62293,100,"4,60"
tungvognsnet.14,"MULTILINESTRING ((723329.1959859561 6171167.26439867, 723337.60922228 6171176.33048433, 723394.968205382 6171233.70691192, 723466.19766496 6171300.2869109))",8,Amagermotorvejen,1010119010000,63241,63432,100,"4,60"
tungvognsnet.15,"MULTILINESTRING ((723682.647758187 6171530.95774073, 723694.435639076 6171568.19597251, 723704.377837052 6171599.60349693, 723707.531342676 6171613.07101646, 723709.603586309 6171626.22607819, 723711.4220767891 6171644.33007909, 723711.5566121071 6171657.22880568, 723710.788726988 6171672.51266352, 723709.744325137 6171686.04337566, 723707.8024234171 6171697.80768351, 723704.7217570259 6171712.17254329, 723699.2669457151 6171728.67639633, 723693.6877565221 6171743.5751633, 723687.727769825 6171758.10126899, 723680.161193141 6171771.358173, 723670.718117871 6171785.16026233, 723640.173305585 6171819.60907027, 723633.7013569551 6171825.81179812, 723605.647013025 6171847.11057446, 723586.92041257 6171858.76379163))",9,Centrumforbindelsen,1011098000000,0,379,100,"4,60"
tungvognsnet.16,"MULTILINESTRING ((722706.964788366 6172949.93930979, 722709.774626879 6172941.81013231, 722729.379778803 6172885.0900307, 722752.906326214 6172817.02690362, 722752.925451667 6172816.97025907, 722775.826058109 6172751.93094073, 722781.080650099 6172737.00747328, 722884.117300099 6172444.37443568, 722884.392857975 6172443.59156893, 722884.748532853 6172442.43896341, 722895.060256144 6172409.02262479, 722895.188827308 6172408.6058062, 722895.305011305 6172408.22914592, 722898.369128318 6172398.30174875, 722902.6505180841 6172388.0469047))",10,Sydhavnsgade,1017212000000,175,770,100,"5,00"
tungvognsnet.17,"MULTILINESTRING ((723091.914030746 6172130.05517379, 723099.130998879 6172122.52813544, 723099.3383622819 6172122.31114282, 723127.164685386 6172098.37191691, 723143.949231692 6172083.93149995, 723176.6764085131 6172059.38774077, 723202.557005031 6172041.42644006, 723229.788898531 6172023.07164733, 723262.4746646059 6172000.62587377, 723291.944569519 6171982.31525225, 723321.167441766 6171964.13102561, 723325.9484716511 6171961.1559816, 723351.323097173 6171946.12282016, 723377.4630722359 6171932.05013443, 723401.424261127 6171920.55846253, 723425.605327048 6171909.28021069, 723459.912268218 6171895.47377957, 723486.5955047429 6171885.86401338))",11,Sjællandsbroen,1016406000000,318,785,50,"5,00"
tungvognsnet.18,"MULTILINESTRING ((722851.509917999 6173272.79856504, 722833.7978909151 6173237.94837549, 722833.5985522589 6173237.55628809, 722819.770093841 6173201.08212848, 722809.386663407 6173173.69250981, 722805.144341637 6173164.48716019, 722715.196929508 6172969.31185089, 722707.294040747 6172950.79768609))",12,Scandiagade,1016296000000,0,353,100,"5,00"
tungvognsnet.19,"MULTILINESTRING ((723749.725278307 6174044.24422108, 723748.947267203 6174039.41865318, 723747.662215924 6174025.31373512, 723746.9719267649 6173996.84690985, 723746.230495883 6173971.02011356, 723747.44099847 6173923.0879816, 723747.6668960861 6173914.14309827, 723748.570534243 6173884.24217597, 723748.5702187951 6173868.40293929, 723747.2061973491 6173850.39392756, 723747.154567029 6173849.7156415, 723746.884099705 6173848.59949516, 723740.270651521 6173821.30756947, 723737.620677808 6173812.89494667, 723733.9201060131 6173802.26271097, 723730.8127020891 6173793.25482429, 723726.61029241 6173784.22531263, 723721.172371736 6173774.43711254, 723715.421429503 6173764.64373149, 723706.9133758211 6173751.86274797, 723699.8814756951 6173743.5106473, 723691.31551913 6173733.66167493, 723682.112967195 6173724.38736219, 723672.886270212 6173716.28503414, 723665.20041594 6173709.38659742, 723655.325531734 6173702.44593128, 723644.830450851 6173695.19890215, 723634.613634537 6173689.71706031, 723624.079030917 6173684.52205825, 723622.122369963 6173683.69072645, 723613.2188340779 6173679.90785732, 723598.021141504 6173673.1551917, 723583.408949063 6173668.46589529, 723565.065866432 6173662.53146033, 723465.117435082 6173630.92401591, 723464.831112555 6173630.83332818, 723260.0313813931 6173568.22997989, 723043.280241006 6173501.97337831, 723021.551305154 6173493.33207639, 722995.5717335311 6173478.15431876, 722975.8240305921 6173464.27208604, 722956.678146383 6173451.57619805, 722941.331595609 6173436.60842436, 722929.054151132 6173424.63440288, 722919.903730939 6173412.72113274, 722912.653456617 6173399.67292934, 722851.90970664 6173273.62777946, 722851.602979059 6173272.99158597))",13,Vasbygade,1018008000000,98,1426,100,"5,00"
tungvognsnet.20,"MULTILINESTRING ((722625.226233218 6173182.7520884, 722632.198880817 6173186.61441958, 722643.126119718 6173192.66730221, 722666.5577029551 6173206.53802864, 722682.53121121 6173216.78314067, 722706.9328066141 6173230.07749381, 722731.77956429 6173241.92419027, 722801.549322403 6173275.0312586, 722806.5127875931 6173277.1830705, 722810.873434623 6173278.14852155, 722816.493751666 6173278.69967608, 722821.184756348 6173278.79230832, 722827.760451511 6173278.48198575, 722835.926194131 6173276.88354764, 722844.253722919 6173274.99519001, 722850.676625004 6173273.05021463, 722851.08031074 6173272.92830391))",14,Sydhavns Plads,1017216000000,0,250,100,"5,00"
tungvognsnet.21,"MULTILINESTRING ((722625.226233218 6173182.7520884, 722619.996035484 6173180.00109302, 722610.4453730771 6173174.97760664, 722513.4081377881 6173124.2491069, 722502.2038793081 6173118.82284691, 722474.748823581 6173105.26366815, 722467.55613353 6173101.76233824, 722466.980445444 6173101.48186632, 722463.5570009941 6173099.81564697, 722425.397796413 6173078.80830375, 722424.9504764511 6173078.5623791, 722396.429782203 6173061.41778624, 722385.629569465 6173054.9841167, 722337.434475005 6173027.13704968, 722337.243568231 6173027.02723903, 722317.155091594 6173014.29380159, 722316.310340452 6173013.75792042, 722316.243150094 6173013.71557782, 722304.122579319 6173005.75426009, 722251.319727365 6172969.9011681, 722173.286245755 6172917.06753466, 722097.124390757 6172865.50636868, 722048.406871094 6172832.45405393, 722009.567203118 6172806.13931266, 722004.56450813 6172804.19857457))",15,P. Knudsens Gade,1013816000000,0,728,100,"5,00"
tungvognsnet.22,"MULTILINESTRING ((722003.798155189 6172803.90058447, 721967.434550978 6172789.79143019, 721966.884540856 6172789.57849248, 721849.68656879 6172786.47015086, 721797.523462196 6172784.49184282, 721758.544600125 6172783.0129457, 721757.764879399 6172782.983545, 721595.6276978 6172776.83507208, 721560.252523987 6172775.49368232, 721557.6474908061 6172775.39490218, 721556.64785075 6172775.35715775, 721555.778170616 6172775.32398011, 721517.65382124 6172774.54722019, 721517.593821523 6172774.54603551, 721269.65670659 6172773.47690291))",16,Ellebjergvej,1011492000000,0,737,100,"5,00"
tungvognsnet.23,"MULTILINESTRING ((721269.65670659 6172773.47690291, 721226.602749922 6172773.29124943, 721187.5961014769 6172773.12330858, 721186.765849932 6172773.11992056, 721180.594472397 6172773.17113526, 721140.58655146 6172773.50462372, 721140.0562586831 6172773.50915903, 721052.575342337 6172774.23882034, 721013.5709701341 6172774.56511236, 721012.880599788 6172774.57048851, 720988.916479661 6172774.77058294, 720899.5751513671 6172776.85603964, 720859.5794333371 6172777.78999564, 720859.2991985431 6172777.79646708, 720828.581313144 6172778.51345769, 720789.5834684649 6172779.42309877, 720788.9439206991 6172779.4384818, 720760.587039704 6172780.10005015, 720739.5893610789 6172780.5898025, 720720.4472289031 6172781.03716178, 720700.742852664 6172781.49698301))",17,Ellebjergvej,1011492000000,737,1306,100,"4,25"
tungvognsnet.24,"MULTILINESTRING ((718934.5422839511 6175146.83692921, 718590.044147238 6175139.24118555, 718546.911208143 6175135.74112233, 718520.816503632 6175132.80372984, 718501.9549677931 6175131.4627662, 718481.204292529 6175127.66258544, 718472.4355878211 6175126.26750617))",31,Roskildevej,1015968000000,857,1320,,"4,70"
tungvognsnet.25,"MULTILINESTRING ((720699.244378004 6172781.53186626, 720679.6824510391 6172784.00584477, 720666.943391054 6172784.63201854, 720639.938552877 6172785.41537027, 720632.480984121 6172785.26812307, 720616.245475168 6172785.16698389, 720605.367082434 6172785.93108863, 720583.482093191 6172787.46830311, 720583.144187938 6172787.50764875, 720575.5378001491 6172788.39385658, 720575.260052328 6172788.42638697, 720507.979721945 6172796.26543657, 720507.026163921 6172796.37665817, 720438.382849022 6172803.88567609, 720438.0750621641 6172803.91961408, 720396.628826186 6172808.45329664, 720389.026041918 6172809.34368588, 720315.654946269 6172817.98470002, 720275.65792417 6172824.76583128, 720230.273711686 6172831.85874886, 720229.7107628289 6172831.94667097, 720183.393798816 6172841.64415992, 720144.458508647 6172851.34834306, 720144.2453855 6172851.40115649, 720098.489964691 6172862.80536562, 720071.3199853321 6172870.18688345, 720044.767767539 6172877.288487, 720044.7003931451 6172877.30616386, 719974.909619822 6172895.9696983, 719935.855687879 6172904.74317048, 719923.4138385911 6172907.18251583, 719922.893633283 6172907.2842865, 719871.272406553 6172917.40321079, 719850.497947528 6172920.87947773, 719809.147498668 6172927.15367169, 719808.4551575091 6172927.25904603, 719803.444258108 6172928.01942785, 719754.686022409 6172934.90163384, 719754.626825699 6172934.91046875, 719723.0759857381 6172938.30199725, 719695.865163554 6172938.98917114, 719695.534871596 6172938.99765506, 719575.9521712471 6172944.09725721, 719575.3123899511 6172944.12463953, 719530.031117511 6172946.92293058, 719529.960999988 6172946.92754834, 719480.987083063 6172948.067331, 719476.176891125 6172948.13741392, 719462.204946096 6172948.34063858))",18,Folehaven,1011864000000,0,1252,100,"4,50"
tungvognsnet.79,"MULTILINESTRING ((724610.912858085 6175537.92451781, 724702.394122173 6175464.95546416, 724710.213411539 6175458.71840273, 724710.486839272 6175458.49971553, 724818.120252101 6175372.64512351, 724825.93954317 6175366.40805581, 724826.142824488 6175366.24600569, 724871.288069167 6175330.23118759, 724879.106361009 6175323.99409725, 724879.2862667721 6175323.85059282, 724937.26023605 6175277.78711399, 724940.90998776 6175274.88718668))",61,H. C. Andersens Boulevard,1010148800000,785,1207,100,"5,00"
tungvognsnet.80,"MULTILINESTRING ((724609.474404517 6175539.07188494, 724605.353713351 6175528.80090883, 724599.791172396 6175514.93607044, 724599.637658445 6175514.55388701, 724552.3243512771 6175455.1718598, 724551.673325071 6175454.35476946, 724524.3268032471 6175434.48952058, 724479.136960407 6175401.66240346, 724479.088631687 6175401.62743519, 724475.9306796311 6175399.33316192, 724430.743819469 6175366.32098321, 724356.943903504 6175312.40497559, 724347.80376443 6175305.08758119, 724347.600884139 6175304.92551059, 724347.077845258 6175304.50678594))",62,Tietgensgade,1017444000000,0,357,100,"5,00"
